trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.75, 'e': 1.0}",25,2,-94.43462960427978,"{0: 13, 1: 5, 2: 3, 3: 1, 4: 1}",1
2,False,"{'a': 0.75, 'e': 1.0}",30,12,-42.11719068781978,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
3,False,"{'a': 0.75, 'e': 1.0}",25,13,-85.59332613639279,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
4,False,"{'a': 0.75, 'e': 1.0}",25,3,-105.43927279734771,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 2}",1
5,False,"{'a': 0.75, 'e': 1.0}",20,0,-86.73589191551838,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
6,False,"{'a': 0.75, 'e': 1.0}",20,7,-32.007139353680095,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
7,False,"{'a': 0.75, 'e': 1.0}",20,0,-41.666684287278564,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
8,False,"{'a': 0.75, 'e': 1.0}",25,4,-132.5773081736002,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 2}",1
9,False,"{'a': 0.75, 'e': 1.0}",20,0,-67.49531145372178,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
10,False,"{'a': 0.75, 'e': 1.0}",20,3,-50.09367252670611,"{0: 8, 1: 8, 2: 0, 3: 1, 4: 0}",1
11,False,"{'a': 0.75, 'e': 1.0}",25,12,-28.721684556581906,"{0: 7, 1: 4, 2: 2, 3: 0, 4: 0}",1
12,False,"{'a': 0.75, 'e': 1.0}",30,12,-58.25075443998415,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
13,False,"{'a': 0.75, 'e': 1.0}",20,10,-47.369006633853395,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
14,False,"{'a': 0.75, 'e': 1.0}",30,6,-48.23477684961966,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 0}",1
15,False,"{'a': 0.75, 'e': 1.0}",25,11,-31.302294332524816,"{0: 10, 1: 2, 2: 0, 3: 2, 4: 0}",1
16,False,"{'a': 0.75, 'e': 1.0}",25,5,-87.63248810620604,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",1
17,False,"{'a': 0.75, 'e': 1.0}",20,4,-48.32980791103304,"{0: 8, 1: 4, 2: 4, 3: 0, 4: 0}",1
18,False,"{'a': 0.75, 'e': 1.0}",25,2,-20.556513508076563,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 0}",1
19,False,"{'a': 0.75, 'e': 1.0}",20,2,-74.10760972560436,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 0}",1
20,False,"{'a': 0.75, 'e': 1.0}",30,12,-41.19252257598834,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 0}",1
21,False,"{'a': 0.75, 'e': 1.0}",30,17,-87.12741223800745,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 2}",1
22,False,"{'a': 0.75, 'e': 1.0}",30,12,-61.18408339512004,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
23,False,"{'a': 0.75, 'e': 1.0}",20,9,-26.560298715762794,"{0: 5, 1: 5, 2: 1, 3: 0, 4: 0}",1
24,False,"{'a': 0.75, 'e': 1.0}",30,1,-75.95674347314872,"{0: 17, 1: 9, 2: 2, 3: 0, 4: 1}",1
25,False,"{'a': 0.75, 'e': 1.0}",25,7,-104.5886179533702,"{0: 7, 1: 4, 2: 6, 3: 0, 4: 1}",1
26,False,"{'a': 0.75, 'e': 1.0}",20,5,-89.92479433599718,"{0: 9, 1: 1, 2: 2, 3: 2, 4: 1}",1
27,False,"{'a': 0.75, 'e': 1.0}",25,7,-43.12793113898895,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 0}",1
28,False,"{'a': 0.75, 'e': 1.0}",25,13,-35.003907661800476,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
29,False,"{'a': 0.75, 'e': 1.0}",30,2,-135.70663015997317,"{0: 15, 1: 9, 2: 1, 3: 1, 4: 2}",1
30,False,"{'a': 0.75, 'e': 1.0}",25,9,-24.4599240590976,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
31,False,"{'a': 0.75, 'e': 1.0}",20,8,-22.742599306125776,"{0: 7, 1: 3, 2: 2, 3: 0, 4: 0}",1
32,False,"{'a': 0.75, 'e': 1.0}",35,14,-21.479078681033524,"{0: 14, 1: 5, 2: 2, 3: 0, 4: 0}",1
33,False,"{'a': 0.75, 'e': 1.0}",20,4,-84.16852392854415,"{0: 8, 1: 2, 2: 5, 3: 0, 4: 1}",1
34,False,"{'a': 0.75, 'e': 1.0}",25,7,-91.5612076833638,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 1}",1
35,False,"{'a': 0.75, 'e': 1.0}",20,10,-56.91909924448845,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
36,False,"{'a': 0.75, 'e': 1.0}",30,13,-62.80373508010793,"{0: 9, 1: 5, 2: 1, 3: 2, 4: 0}",1
37,False,"{'a': 0.75, 'e': 1.0}",20,6,12.061592436345832,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.75, 'e': 1.0}",20,0,-197.7780976876601,"{0: 8, 1: 6, 2: 2, 3: 0, 4: 4}",0
39,False,"{'a': 0.75, 'e': 1.0}",25,4,-101.18546635571639,"{0: 9, 1: 7, 2: 4, 3: 0, 4: 1}",1
40,False,"{'a': 0.75, 'e': 1.0}",35,14,-33.75521849852872,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 0}",1
41,False,"{'a': 0.75, 'e': 1.0}",30,0,-104.12042778009513,"{0: 15, 1: 6, 2: 8, 3: 1, 4: 0}",0
42,False,"{'a': 0.75, 'e': 1.0}",30,0,-178.8127806622678,"{0: 14, 1: 9, 2: 4, 3: 0, 4: 3}",0
43,False,"{'a': 0.75, 'e': 1.0}",20,12,-1.5517991144824657,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
44,False,"{'a': 0.75, 'e': 1.0}",20,0,-84.11218317595106,"{0: 9, 1: 6, 2: 3, 3: 2, 4: 0}",0
45,False,"{'a': 0.75, 'e': 1.0}",30,0,-237.80773175673457,"{0: 9, 1: 9, 2: 9, 3: 0, 4: 3}",0
46,False,"{'a': 0.75, 'e': 1.0}",20,12,1.8277192865546898,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
47,False,"{'a': 0.75, 'e': 1.0}",35,8,-179.65477399789526,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 3}",1
48,False,"{'a': 0.75, 'e': 1.0}",25,10,-72.25118542742322,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 1}",1
49,False,"{'a': 0.75, 'e': 1.0}",30,2,-77.6603345940853,"{0: 13, 1: 10, 2: 5, 3: 0, 4: 0}",1
50,False,"{'a': 0.75, 'e': 1.0}",25,8,-35.01493232358793,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 0}",1
51,False,"{'a': 0.75, 'e': 1.0}",25,15,-8.758364673678079,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
52,False,"{'a': 0.75, 'e': 1.0}",25,0,-116.27436939738378,"{0: 9, 1: 10, 2: 4, 3: 2, 4: 0}",0
53,False,"{'a': 0.75, 'e': 1.0}",20,9,-57.87126640977177,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
54,False,"{'a': 0.75, 'e': 1.0}",30,1,-61.883602544082684,"{0: 17, 1: 7, 2: 5, 3: 0, 4: 0}",1
55,False,"{'a': 0.75, 'e': 1.0}",20,13,3.1474148471087444,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.75, 'e': 1.0}",25,7,-47.4781039533291,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 0}",1
57,False,"{'a': 0.75, 'e': 1.0}",30,20,-1.4024453021281857,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.75, 'e': 1.0}",20,0,-100.6399832364124,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",1
59,False,"{'a': 0.75, 'e': 1.0}",35,21,-84.9005249340365,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
60,False,"{'a': 0.75, 'e': 1.0}",25,7,-148.81383454959666,"{0: 6, 1: 6, 2: 3, 3: 1, 4: 2}",1
61,False,"{'a': 0.75, 'e': 1.0}",20,0,-144.42579746457884,"{0: 6, 1: 9, 2: 3, 3: 0, 4: 2}",0
62,False,"{'a': 0.75, 'e': 1.0}",35,5,-107.10159604787907,"{0: 15, 1: 8, 2: 5, 3: 2, 4: 0}",1
63,False,"{'a': 0.75, 'e': 1.0}",25,9,-67.55131760231268,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 1}",1
64,False,"{'a': 0.75, 'e': 1.0}",30,11,-51.50948270609719,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 1}",1
65,False,"{'a': 0.75, 'e': 1.0}",20,1,-52.46877963040854,"{0: 9, 1: 7, 2: 3, 3: 0, 4: 0}",1
66,False,"{'a': 0.75, 'e': 1.0}",25,10,-4.814586922587523,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
67,False,"{'a': 0.75, 'e': 1.0}",25,0,-159.4223882193496,"{0: 9, 1: 10, 2: 4, 3: 0, 4: 2}",0
68,False,"{'a': 0.75, 'e': 1.0}",25,18,5.45472819993497,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.75, 'e': 1.0}",30,10,-134.30946336620235,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",1
70,False,"{'a': 0.75, 'e': 1.0}",35,13,-31.634388885764643,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 0}",1
71,False,"{'a': 0.75, 'e': 1.0}",30,23,7.738348681195321,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.75, 'e': 1.0}",25,8,-58.18562018853498,"{0: 8, 1: 4, 2: 5, 3: 0, 4: 0}",1
73,False,"{'a': 0.75, 'e': 1.0}",30,21,2.325579352178507,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.75, 'e': 1.0}",25,12,-13.80068979965288,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.75, 'e': 1.0}",25,8,-94.6603654281008,"{0: 8, 1: 4, 2: 3, 3: 1, 4: 1}",1
76,False,"{'a': 0.75, 'e': 1.0}",35,1,-136.9400686766598,"{0: 16, 1: 10, 2: 7, 3: 0, 4: 1}",1
77,False,"{'a': 0.75, 'e': 1.0}",20,0,-61.837897104117445,"{0: 10, 1: 7, 2: 2, 3: 1, 4: 0}",1
78,False,"{'a': 0.75, 'e': 1.0}",35,2,-163.60257494794402,"{0: 16, 1: 8, 2: 7, 3: 0, 4: 2}",1
79,False,"{'a': 0.75, 'e': 1.0}",30,0,-216.6097571293892,"{0: 10, 1: 8, 2: 9, 3: 1, 4: 2}",0
80,False,"{'a': 0.75, 'e': 1.0}",20,1,-61.214250901713726,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 1}",1
81,False,"{'a': 0.75, 'e': 1.0}",35,11,-91.30784334007618,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 1}",1
82,False,"{'a': 0.75, 'e': 1.0}",20,7,-73.74753066326063,"{0: 7, 1: 3, 2: 1, 3: 1, 4: 1}",1
83,False,"{'a': 0.75, 'e': 1.0}",25,15,-7.141261153962135,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
84,False,"{'a': 0.75, 'e': 1.0}",30,2,-129.79264829531684,"{0: 13, 1: 9, 2: 4, 3: 1, 4: 1}",1
85,False,"{'a': 0.75, 'e': 1.0}",25,4,-186.1004817574867,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 4}",1
86,False,"{'a': 0.75, 'e': 1.0}",25,14,-2.693312862649081,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.75, 'e': 1.0}",20,13,-9.251138134104748,"{0: 4, 1: 3, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.75, 'e': 1.0}",25,0,-101.93256497012865,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
89,False,"{'a': 0.75, 'e': 1.0}",25,0,-109.68698696663732,"{0: 15, 1: 6, 2: 2, 3: 0, 4: 2}",0
90,False,"{'a': 0.75, 'e': 1.0}",20,7,-48.5310520988362,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
91,False,"{'a': 0.75, 'e': 1.0}",25,0,-53.84085244082589,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
92,False,"{'a': 0.75, 'e': 1.0}",35,10,-116.1172659287046,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",1
93,False,"{'a': 0.75, 'e': 1.0}",35,17,-48.7089086517166,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 0}",1
94,False,"{'a': 0.75, 'e': 1.0}",20,0,-53.82026327162266,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
95,False,"{'a': 0.75, 'e': 1.0}",25,2,-93.57337165465586,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 1}",1
96,False,"{'a': 0.75, 'e': 1.0}",25,6,-53.255546050294704,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 1}",1
97,False,"{'a': 0.75, 'e': 1.0}",20,0,-63.25631413295989,"{0: 8, 1: 8, 2: 4, 3: 0, 4: 0}",0
98,False,"{'a': 0.75, 'e': 1.0}",30,12,-13.441687644405562,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
99,False,"{'a': 0.75, 'e': 1.0}",25,3,-75.62374370498799,"{0: 13, 1: 4, 2: 4, 3: 0, 4: 1}",1
100,False,"{'a': 0.75, 'e': 1.0}",20,10,13.784712016441233,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.75, 'e': 1.0}",20,0,-7.135053690912482,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
102,False,"{'a': 0.75, 'e': 1.0}",20,2,-77.8765952660002,"{0: 7, 1: 6, 2: 4, 3: 1, 4: 0}",1
103,False,"{'a': 0.75, 'e': 1.0}",20,0,-35.1061801892145,"{0: 11, 1: 8, 2: 1, 3: 0, 4: 0}",0
104,False,"{'a': 0.75, 'e': 1.0}",35,20,-18.642039007228956,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
105,False,"{'a': 0.75, 'e': 1.0}",25,8,-42.72660683702327,"{0: 8, 1: 6, 2: 3, 3: 0, 4: 0}",1
106,False,"{'a': 0.75, 'e': 1.0}",25,16,-8.163271311442443,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.75, 'e': 1.0}",30,1,-154.34321996750057,"{0: 12, 1: 10, 2: 5, 3: 0, 4: 2}",1
108,False,"{'a': 0.75, 'e': 1.0}",25,0,-161.38555305460073,"{0: 9, 1: 9, 2: 5, 3: 0, 4: 2}",0
109,False,"{'a': 0.75, 'e': 1.0}",30,5,-114.86978113147406,"{0: 10, 1: 9, 2: 5, 3: 0, 4: 1}",1
110,False,"{'a': 0.75, 'e': 1.0}",25,0,-112.27279565100439,"{0: 13, 1: 7, 2: 2, 3: 2, 4: 1}",0
111,False,"{'a': 0.75, 'e': 1.0}",25,5,-26.543716838409708,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",1
112,False,"{'a': 0.75, 'e': 1.0}",20,0,-95.6856496294041,"{0: 8, 1: 8, 2: 3, 3: 0, 4: 1}",1
113,False,"{'a': 0.75, 'e': 1.0}",30,6,-79.66927424338624,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 1}",1
114,False,"{'a': 0.75, 'e': 1.0}",20,6,-53.274215569029806,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
115,False,"{'a': 0.75, 'e': 1.0}",25,10,-106.90095053635757,"{0: 7, 1: 2, 2: 3, 3: 2, 4: 1}",1
116,False,"{'a': 0.75, 'e': 1.0}",20,0,-153.89820741482674,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
117,False,"{'a': 0.75, 'e': 1.0}",25,15,-13.455113375086103,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
118,False,"{'a': 0.75, 'e': 1.0}",20,0,-84.48760422132582,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
119,False,"{'a': 0.75, 'e': 1.0}",25,12,-65.0803807757975,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
120,False,"{'a': 0.75, 'e': 1.0}",20,9,-9.36513436349418,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
121,False,"{'a': 0.75, 'e': 1.0}",25,15,-24.134537776408823,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
122,False,"{'a': 0.75, 'e': 1.0}",35,0,-114.44619524753725,"{0: 21, 1: 7, 2: 5, 3: 1, 4: 1}",1
123,False,"{'a': 0.75, 'e': 1.0}",20,16,7.186825250723545,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.75, 'e': 1.0}",20,4,-80.51567822297376,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 2}",1
125,False,"{'a': 0.75, 'e': 1.0}",20,10,-44.14364279402937,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 1}",1
126,False,"{'a': 0.75, 'e': 1.0}",20,2,-102.52003174861028,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 2}",1
127,False,"{'a': 0.75, 'e': 1.0}",25,0,-161.56950733008037,"{0: 8, 1: 10, 2: 5, 3: 0, 4: 2}",0
128,False,"{'a': 0.75, 'e': 1.0}",20,7,-84.1784508858916,"{0: 5, 1: 4, 2: 3, 3: 0, 4: 1}",1
129,False,"{'a': 0.75, 'e': 1.0}",25,8,-65.70048002149967,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 0}",1
130,False,"{'a': 0.75, 'e': 1.0}",25,14,-6.888931402623181,"{0: 7, 1: 4, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.75, 'e': 1.0}",20,8,-30.940071940423973,"{0: 6, 1: 4, 2: 2, 3: 0, 4: 0}",1
132,False,"{'a': 0.75, 'e': 1.0}",20,6,-34.753529162445695,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
133,False,"{'a': 0.75, 'e': 1.0}",25,11,-59.24509374135578,"{0: 7, 1: 0, 2: 7, 3: 0, 4: 0}",1
134,False,"{'a': 0.75, 'e': 1.0}",25,6,-86.79706695731791,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 1}",1
135,False,"{'a': 0.75, 'e': 1.0}",25,13,-59.00503948916444,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
136,False,"{'a': 0.75, 'e': 1.0}",35,21,-43.231650308505294,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
137,False,"{'a': 0.75, 'e': 1.0}",25,2,-127.92788778836595,"{0: 8, 1: 8, 2: 6, 3: 0, 4: 1}",1
138,False,"{'a': 0.75, 'e': 1.0}",25,9,0.5844287042084573,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.75, 'e': 1.0}",25,7,-25.67272588447082,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
140,False,"{'a': 0.75, 'e': 1.0}",20,0,-165.28862833723662,"{0: 6, 1: 7, 2: 4, 3: 1, 4: 2}",0
141,False,"{'a': 0.75, 'e': 1.0}",30,11,-85.2449047859312,"{0: 9, 1: 5, 2: 4, 3: 0, 4: 1}",1
142,False,"{'a': 0.75, 'e': 1.0}",25,8,-59.52278991151006,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
143,False,"{'a': 0.75, 'e': 1.0}",20,0,-120.4425923589686,"{0: 8, 1: 9, 2: 1, 3: 0, 4: 2}",0
144,False,"{'a': 0.75, 'e': 1.0}",20,0,-131.6305638383725,"{0: 6, 1: 4, 2: 8, 3: 2, 4: 0}",0
145,False,"{'a': 0.75, 'e': 1.0}",25,0,-169.28082466050466,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
146,False,"{'a': 0.75, 'e': 1.0}",25,5,-122.71908370610991,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",1
147,False,"{'a': 0.75, 'e': 1.0}",20,9,-26.43632158900659,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 0}",1
148,False,"{'a': 0.75, 'e': 1.0}",30,7,-81.6959161768307,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 1}",1
149,False,"{'a': 0.75, 'e': 1.0}",20,1,-29.967619061396302,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 0}",1
150,False,"{'a': 0.75, 'e': 1.0}",20,9,0.03296383752726939,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.75, 'e': 1.0}",25,10,6.666243017505689,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.75, 'e': 1.0}",20,0,-92.62468809238013,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",1
153,False,"{'a': 0.75, 'e': 1.0}",30,12,-65.82686896879197,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 1}",1
154,False,"{'a': 0.75, 'e': 1.0}",25,16,8.3335786580502,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.75, 'e': 1.0}",25,10,-5.858943032110945,"{0: 10, 1: 5, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.75, 'e': 1.0}",30,8,-132.43604012526194,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 2}",1
157,False,"{'a': 0.75, 'e': 1.0}",35,23,-3.918547315229441,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.75, 'e': 1.0}",25,14,-14.246286268185052,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.75, 'e': 1.0}",20,2,-62.07993861790261,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
160,False,"{'a': 0.75, 'e': 1.0}",20,5,-66.09664978801584,"{0: 8, 1: 4, 2: 2, 3: 0, 4: 1}",1
161,False,"{'a': 0.75, 'e': 1.0}",20,5,-28.412680423527046,"{0: 8, 1: 6, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.75, 'e': 1.0}",20,13,-3.5311305727784736,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.75, 'e': 1.0}",30,11,-22.26137856746423,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 0}",1
164,False,"{'a': 0.75, 'e': 1.0}",25,12,-9.876412317175948,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
165,False,"{'a': 0.75, 'e': 1.0}",20,4,-52.63605110688168,"{0: 8, 1: 3, 2: 5, 3: 0, 4: 0}",1
166,False,"{'a': 0.75, 'e': 1.0}",20,4,-84.4317574586102,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 2}",1
167,False,"{'a': 0.75, 'e': 1.0}",20,3,-71.37423501617303,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 1}",1
168,False,"{'a': 0.75, 'e': 1.0}",20,0,-73.27926836840354,"{0: 9, 1: 5, 2: 6, 3: 0, 4: 0}",0
169,False,"{'a': 0.75, 'e': 1.0}",20,9,-74.01454967076022,"{0: 4, 1: 4, 2: 2, 3: 0, 4: 1}",1
170,False,"{'a': 0.75, 'e': 1.0}",25,7,-59.67206550821432,"{0: 8, 1: 6, 2: 4, 3: 0, 4: 0}",1
171,False,"{'a': 0.75, 'e': 1.0}",25,7,-181.2097161347761,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 4}",1
172,False,"{'a': 0.75, 'e': 1.0}",30,11,-113.86288682367126,"{0: 8, 1: 5, 2: 4, 3: 1, 4: 1}",1
173,False,"{'a': 0.75, 'e': 1.0}",30,6,-92.93677666462115,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 1}",1
174,False,"{'a': 0.75, 'e': 1.0}",25,12,-29.278101029941226,"{0: 7, 1: 4, 2: 2, 3: 0, 4: 0}",1
175,False,"{'a': 0.75, 'e': 1.0}",20,0,-155.01920217979452,"{0: 5, 1: 7, 2: 5, 3: 2, 4: 1}",0
176,False,"{'a': 0.75, 'e': 1.0}",20,10,-9.44319125224532,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
177,False,"{'a': 0.75, 'e': 1.0}",25,5,-77.85970376580744,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",1
178,False,"{'a': 0.75, 'e': 1.0}",25,9,-9.179341152682115,"{0: 11, 1: 4, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.75, 'e': 1.0}",35,16,-23.124935843749604,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 0}",1
180,False,"{'a': 0.75, 'e': 1.0}",25,4,-135.13707322842473,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 2}",1
181,False,"{'a': 0.75, 'e': 1.0}",30,1,-138.7562185744878,"{0: 15, 1: 6, 2: 6, 3: 0, 4: 2}",1
182,False,"{'a': 0.75, 'e': 1.0}",30,0,-130.35147100578303,"{0: 15, 1: 6, 2: 8, 3: 0, 4: 1}",0
183,False,"{'a': 0.75, 'e': 1.0}",30,5,-45.201336965135745,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",1
184,False,"{'a': 0.75, 'e': 1.0}",25,18,17.191669818362374,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.75, 'e': 1.0}",25,9,-47.792434454151675,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 0}",1
186,False,"{'a': 0.75, 'e': 1.0}",20,4,-33.63330099274354,"{0: 9, 1: 4, 2: 3, 3: 0, 4: 0}",1
187,False,"{'a': 0.75, 'e': 1.0}",20,0,-117.4285050738463,"{0: 7, 1: 7, 2: 5, 3: 0, 4: 1}",0
188,False,"{'a': 0.75, 'e': 1.0}",25,0,-84.3852450976567,"{0: 15, 1: 7, 2: 1, 3: 1, 4: 1}",1
189,False,"{'a': 0.75, 'e': 1.0}",30,7,-182.04777596639437,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 3}",1
190,False,"{'a': 0.75, 'e': 1.0}",20,0,-57.930536042984144,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
191,False,"{'a': 0.75, 'e': 1.0}",30,19,-35.49346040969526,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
192,False,"{'a': 0.75, 'e': 1.0}",25,20,9.93835747598952,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.75, 'e': 1.0}",20,1,-79.31912646813032,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 1}",1
194,False,"{'a': 0.75, 'e': 1.0}",20,8,-11.478410898611056,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.75, 'e': 1.0}",20,15,3.3732713957638225,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.75, 'e': 1.0}",30,4,-82.20557948274248,"{0: 12, 1: 8, 2: 6, 3: 0, 4: 0}",1
